Title|Author|Genre|Series|Year|Synopsis|Path|ProcessingDate|FileCount|TotalSizeMB|CoverArtFound
La importancia de no hacer nada|Vivant Academia|Self-help|Unknown|2020|This book explores the benefits of slowing down, practicing mindfulness, and finding value in moments of stillness to combat stress and improve overall well-being in a fast-paced modern society.|Vivant Academia\La Importancia De No Hacer Nada|2025-10-06 18:58:23|1|38.69|True
Teleny|Oscar Wilde (attributed)|Erotic Literature|Unknown|1893|Teleny is an anonymous 1893 novel that explores the passionate and complex romantic relationship between a young Frenchman, Camille Des Grieux, and the enigmatic Hungarian pianist, René Teleny. Set in late 19th-century Paris, it delves into themes of desire, obsession, and the clandestine world of homosexual love, often considered one of the earliest explicit works of LGBT literature.|Oscar Wilde (Attributed)\Teleny|2025-10-06 18:58:34|1|92.93|True
Cumbre Vieja|Alberto Vázquez Figueroa|Thriller, Adventure|Unknown|2022|The novel explores the catastrophic potential of a flank collapse of the Cumbre Vieja volcano in La Palma, which could trigger a mega-tsunami affecting the American coast. It is a thrilling narrative centered on this disaster scenario.|Alberto Vázquez Figueroa\Cumbre Vieja|2025-10-06 19:40:27|1|282.5|True
Aleación de ley|Brandon Sanderson|Fantasy|Mistborn: Wax and Wayne|2011|Set 300 years after the original Mistborn trilogy, a lawman with Allomantic and Feruchemical powers, Waxillium Ladrian, returns to the bustling city of Elendel and finds himself embroiled in a conspiracy involving kidnappings and a powerful criminal organization, blending magic with a 19th-century technological setting.|Brandon Sanderson\Aleación De Ley|2025-10-06 19:40:38|50|313.58|True
Esto no es tu culpa|Laura Gallego García|Young Adult Fantasy|Unknown|2023|Elia, a girl in a world where magic is forbidden, secretly uses her powers to help others. Her life changes when she meets a mysterious boy, leading her on a journey of self-discovery and challenging societal norms.|Laura Gallego García\Esto No Es Tu Culpa|2025-10-06 19:40:51|1|205.25|True
Cita con Rama|Arthur C. Clarke|Ciencia ficción|Serie Rama|1973|"Una gigantesca y misteriosa nave espacial cilíndrica, apodada ""Rama"", entra en el sistema solar. La humanidad envía una expedición para explorar su interior, descubriendo un complejo ecosistema y tecnología alienígena, mientras intentan comprender su propósito y sus creadores."|Arthur C. Clarke\Cita Con Rama|2025-10-06 19:41:01|51|435.95|True
Ayuno Intermitente Para Principiantes|Christina Ardiani|Health|Unknown|2022|A definitive guide for beginners to intermittent fasting, explaining how to start burning fat and losing weight without strict diets or rebound effects.|Christina Ardiani\Ayuno Intermitente Para Principiantes|2025-10-06 19:41:11|1|58.0|False
Legión|Brandon Sanderson|Science Fiction|Legion (Stephen Leeds)|2012|Stephen Leeds, known as 'Legion,' is a man whose unique mind generates multiple personalities (aspects) that embody various skills and help him solve extraordinary problems, often involving the recovery of powerful artifacts or the investigation of strange phenomena.|Brandon Sanderson\Legión|2025-10-06 19:41:20|1|292.73|True
Trenza Del Mar Esmeralda|Brandon Sanderson|Fantasy, Adventure|Cosmere (Standalone)|2023|Tress, a young woman from a desolate island, embarks on a perilous journey across a sea of spores to rescue her beloved from a sorceress, encountering pirates, strange creatures, and unique ecosystems along the way.|Brandon Sanderson\Trenza Del Mar Esmeralda|2025-10-06 19:41:31|1|529.63|True
Juramentada|Brandon Sanderson|Epic Fantasy|El Archivo De Las Tormentas (The Stormlight Archive, Book 3)|2017|As the Desolation returns to Roshar, Dalinar Kholin endeavors to unite the fractured kingdoms to face the renewed threat, while the Knights Radiant rise again and the ancient prophecies unfold amidst a world gripped by war and profound change.|Brandon Sanderson\Juramentada|2025-10-06 19:41:43|1|1585.55|True
Viento y Verdad|Brandon Sanderson|Epic Fantasy|El Archivo de las Tormentas|Expected 2024|"The fifth and concluding book of the first arc in Brandon Sanderson's acclaimed epic fantasy series, ""El Archivo de las Tormentas"" (The Stormlight Archive). Set on the storm-blasted world of Roshar, it follows the Knights Radiant as they battle ancient evils and navigate complex political landscapes, with this installment expected to bring a major resolution to key character arcs and overarching plotlines."|Brandon Sanderson\Viento Y Verdad|2025-10-06 19:41:56|1|1797.77|True
La Guía del Mago Frugal para Sobrevivir en la Inglaterra Victoriana|Brandon Sanderson|Fantasy|Secret Projects|2023|"Un hombre se despierta en la Inglaterra victoriana con amnesia, un misterioso manual y el título de ""mago frugal"". Debe navegar por los peligros de este nuevo mundo, redescubrir su identidad y averiguar cómo llegó allí."|Brandon Sanderson\La Guía Del Mago Frugal Para Sobrevivir En La Inglaterra Victoriana|2025-10-06 19:42:16|1|538.45|True
El Héroe de las Eras|Brandon Sanderson|Epic Fantasy|Nacidos de la Bruma|2008|The third and final novel in the original Mistborn trilogy. It concludes the story of Vin and Elend as they face the Deepness and a world-threatening cataclysm, uncovering ancient prophecies and the true nature of Scadrial's creation and powers.|Brandon Sanderson\El Héroe De Las Eras|2025-10-06 19:42:29|1|760.17|True
Brazales de duelo|Brandon Sanderson|Epic Fantasy, Steampunk|Mistborn|2016|This novel follows Lord Waxillium Ladrian and Wayne as they embark on a dangerous expedition to the southern continent, investigating the mysterious and legendary Bands of Mourning. Their quest uncovers deeper truths about Scadrial's history, the Lord Ruler, and the legendary Kelsier, blending intricate magic with a steampunk-western setting.|Brandon Sanderson\Brazales De Duelo|2025-10-06 19:42:41|55|442.7|True
El Tren De Los Huérfanos|Christina Baker Kline|Historical Fiction|Unknown|2013|"This novel tells the story of Vivian Daly, an Irish immigrant orphan who rides the ""orphan train"" from New York City to the Midwest in the early 20th century, seeking a new home. Decades later, her past is revealed when she forms an unlikely friendship with Molly Ayer, a young Penobscot Indian girl struggling in the foster care system, as Molly helps her sort through her belongings."|Christina Baker Kline\El Tren De Los Huérfanos|2025-10-06 19:42:55|1|288.53|True
Cuentos De Horror Contados Para Niños|Howard Phillip Lovecraft|Children's Horror|Unknown|Unknown|A collection of horror stories, likely adapted from or inspired by the works of H.P. Lovecraft, presented in a format suitable for a younger audience.|Howard Phillip Lovecraft\Cuentos De Horror Contados Para Niños|2025-10-06 19:43:05|1|49.22|False
Disrupted: My Misadventure in the Start-Up Bubble|Dan Lyons|Non-fiction, Memoir, Business, Technology, Humor|Unknown|2016|This book, known as 'Cállate' in its Spanish translation, is a humorous and often scathing memoir by journalist Dan Lyons. It chronicles his experience working at HubSpot, a marketing software startup, in his 50s after a long career in print journalism. The book offers a critical and satirical look at the culture, jargon, and absurdities of the modern tech startup world, exploring themes of ageism, corporate enthusiasm, and the venture capital bubble.|Dan Lyons\Disrupted My Misadventure In The Start-Up Bubble|2025-10-06 19:43:14|1|206.55|False
Despierta Tu Fuerza Interior Meditaciones Para Una Percepción Auténtica|Unknown|Self-Help|Unknown|Unknown|This audiobook offers guided meditations aimed at helping listeners awaken their inner strength, cultivate self-awareness, and develop a more authentic perception of life and themselves.|Unknown\Despierta Tu Fuerza Interior Meditaciones Para Una Percepción Auténtica|2025-10-06 19:43:29|1|82.51|False
Einstein Para La Vida Diaria|Michael Steif|Popular Science|Unknown|2011|This book explores the teachings and insights of Albert Einstein, applying his concepts of time, relativity, and human potential to practical everyday situations, fostering personal growth and a deeper understanding of the world. It aims to demystify complex scientific ideas and reveal their relevance beyond the scientific realm.|Michael Steif\Einstein Para La Vida Diaria|2025-10-06 19:43:38|1|108.64|False
El Camino De Los Reyes|Brandon Sanderson|Epic Fantasy|El Archivo De Las Tormentas (Book 1)|2010|Set on the storm-ravaged world of Roshar, this epic fantasy introduces a complex saga where massive hurricanes called highstorms shape the land and its people. The story follows several interwoven protagonists: Kaladin, a former surgeon enslaved and forced to lead a bridge crew in a war of attrition; Shallan Davar, a young noblewoman attempting to save her family by committing a daring theft; and Dalinar Kholin, a powerful highprince plagued by visions and seeking to unite the warring factions before an ancient enemy returns.|Brandon Sanderson\El Camino De Los Reyes|2025-10-06 19:43:53|1|1255.86|True
El Hombre Iluminadon|James Allen|Self-help, Philosophy, Personal Development|Unknown|1903|A classic self-help book emphasizing that one's thoughts determine their character and circumstances. It explores the power of the mind to shape one's destiny, arguing that individuals create their own reality through their mental attitudes.|James Allen\El Hombre Iluminadon|2025-10-06 19:44:06|1|754.99|False
El héroe de las eras|Brandon Sanderson|Fantasy|Mistborn (Book 3)|2008|The concluding novel of the first Mistborn trilogy, it follows Vin and Elend Venture as they strive to save the world from an ancient, malevolent force. They must uncover the true history of their world and the origins of the Metallic Arts to prevent its destruction, dealing with cataclysms and profound mysteries.|Brandon Sanderson\El Héroe De Las Eras|2025-10-06 19:44:17|130|525.59|False
El imperio final|Brandon Sanderson|Epic Fantasy|Mistborn|2006|In a world shrouded in ash and mist, where the immortal Lord Ruler has reigned for a thousand years, a young street skaa named Vin discovers her powerful Allomantic abilities. She is recruited by Kelsier, a charismatic criminal mastermind, to join his crew in an audacious plan to overthrow the tyrannical Lord Ruler and dismantle the oppressive Final Empire.|Brandon Sanderson\El Imperio Final|2025-10-06 19:44:30|95|643.66|True
El Libro Del Autocuidado|Jennifer Ashton|Self-Help|Unknown|Unknown|A comprehensive guide offering a 10-week plan to transform your physical and mental health through self-care practices.|Jennifer Ashton\El Libro Del Autocuidado|2025-10-06 19:44:43|1|603.89|True
El Pozo De La AscensióN|Brandon Sanderson|Fantasy|Nacidos De La Bruma (Mistborn)|2007|The second book in the Mistborn series, it continues the story of Vin and Elend as they struggle to maintain peace and order after the fall of the Lord Ruler. They face political intrigue, siege warfare, and the growing threat of a mysterious force known as the Deepness, all while uncovering more about the world's magic and ancient prophecies.|Brandon Sanderson\El Pozo De La AscensióN|2025-10-06 19:44:52|1|781.12|False
El pozo de la ascensión|Brandon Sanderson|Fantasy|Mistborn (Book 2)|2007|Following the overthrow of the Lord Ruler, Vin and Elend Venture strive to establish a new government and protect Luthadel from external threats, while grappling with the mysteries of the Well of Ascension and the ancient prophecies that loom over their world.|Brandon Sanderson\El Pozo De La Ascensión|2025-10-06 19:45:02|226|581.17|True
El Ritmo De La Guerra|Brandon Sanderson|Epic Fantasy|The Stormlight Archive (Book 4)|2020|Following the events of Oathbringer, the war on Roshar continues, with Radiant orders and human forces battling the invading Fused. Kaladin struggles with his leadership and mental health, while Navani Kholin delves into ancient technology and the science of Roshar, seeking to understand and counter the enemy's advancements. The stakes are higher than ever as the conflict escalates and secrets of the past are uncovered.|Brandon Sanderson\El Ritmo De La Guerra|2025-10-06 19:45:19|1|1683.01|True
Elantris|Brandon Sanderson|High Fantasy|Unknown|2005|In the land of Arelon, the once-godlike Elantrians were cursed by a magical cataclysm known as the Reod, transforming them into decaying, immortal beings trapped in their crumbling city. Prince Raoden of Arelon is afflicted by the Reod and exiled to Elantris, where he strives to understand the curse and bring purpose to the despairing inhabitants. Meanwhile, his betrothed, Princess Sarene, arrives to find him declared dead and must navigate the treacherous politics of Arelon while uncovering dark conspiracies. A zealous priest from a neighboring empire also seeks to exploit the chaos for his own ends.|Brandon Sanderson\Elantris|2025-10-06 19:45:33|126|670.58|True
Empodérate En Salud: Hipertensión Arterial|María José Sánchez Caicedo|Health|Empodérate En Salud|Unknown|This audiobook offers comprehensive information and practical guidance on arterial hypertension, aiming to empower listeners with knowledge for prevention, management, and maintaining a healthier lifestyle.|María José Sánchez Caicedo\Empodérate En Salud Hipertensión Arterial|2025-10-06 19:45:48|1|89.63|False
Enamórate De Ti El Valor Imprescindible De La Autoestima|Walter|Self-help|Unknown|Unknown|This book explores the fundamental importance of self-esteem and provides guidance on how to develop and strengthen it, emphasizing its crucial role in personal well-being and happiness.|Walter\Enamórate De Ti El Valor Imprescindible De La Autoestima|2025-10-06 19:45:57|1|92.69|False
Desafiante|Brandon Sanderson|Ciencia ficción, Young Adult, Aventura espacial|Escuadrón (Skyward)|2023|Cuarta y última novela principal de la serie Escuadrón (Skyward). Sigue a Spensa Nightshade en su lucha por salvar a la humanidad de la Superioridad, enfrentando batallas espaciales, razas alienígenas y descubriendo secretos sobre su propio linaje y el universo.|Brandon Sanderson\Desafiante|2025-10-06 19:46:08|1|341.56|True
En Las Montañas De La Locura|H. P. Lovecraft|Cosmic Horror, Weird Fiction|Cthulhu Mythos|1936|A scientific expedition to Antarctica uncovers the ruins of an ancient, non-human civilization and a terrifying, cosmic truth that drives its members to madness.|H. P. Lovecraft\En Las Montañas De La Locura|2025-10-06 19:46:19|1|156.34|True
La Hoya De Las Brujas|H. P. Lovecraft, August Derleth|Horror|Unknown|Unknown|A horror story by H.P. Lovecraft and August Derleth, likely set in a sinister location associated with dark rituals or ancient entities, embodying themes of cosmic horror and the unknown.|H. P. Lovecraft, August Derleth\La Hoya De Las Brujas|2025-10-06 19:46:30|1|16.58|True
El Modelo De Pickman|H.P. Lovecraft|Horror, Weird Fiction|Unknown|Unknown|A short story about a reclusive Boston artist, Richard Upton Pickman, whose intensely realistic and grotesque paintings of ghouls and other monstrous creatures horrify critics and eventually lead to a chilling discovery about the true nature of his artistic inspiration.|H.P. Lovecraft\El Modelo De Pickman|2025-10-06 19:46:44|1|20.87|True
Ikigai|Yuto Tanaka|Unknown|Unknown|Unknown|Unknown|Yuto Tanaka\Ikigai|2025-10-06 19:46:54|1|96.05|False
Ikigai Y Filosofía Japonesa|Tetsugaku Group|Philosophy, Self-help, Japanese Culture|Unknown|Unknown|"This audiobook explores the Japanese concept of Ikigai, meaning ""a reason for being,"" and delves into various aspects of Japanese philosophy. It likely offers insights into finding purpose, happiness, and meaning in life through these ancient traditions and wisdoms."|Tetsugaku Group\Ikigai Y Filosofía Japonesa|2025-10-06 19:47:13|1|111.18|True
El Sueño Del Androide|John Scalzi|Science Fiction|Unknown|2006|"A diplomatic operative, Colonel Robert Gage, finds himself embroiled in an interstellar crisis when a sentient alien species called the Nidu is unable to perform their succession ritual due to the disappearance of a key component. This component is known as ""the Android's Dream,"" and its discovery involves a humorous and action-packed quest across the galaxy, full of corporate espionage, political intrigue, and philosophical questions about artificial intelligence."|John Scalzi\El Sueño Del Androide|2025-10-06 19:47:22|1|262.17|True
La Viuda|José Saramago|Literary Fiction|Unknown|1947|The novel follows Maria Leonor, a young widow in rural Portugal, as she grapples with grief, societal pressures, and her newfound independence after her husband's death. It explores themes of loneliness, desire, and hypocrisy.|José Saramago\La Viuda|2025-10-06 19:47:34|1|591.6|True
La muy catastrófica visita al zoo|Jordi Sierra i Fabra|Children's Literature|Unknown|2008|This book tells the hilarious and adventurous story of two siblings, Lucas and Marta, who go on a family visit to the zoo. What starts as a normal outing quickly turns into a series of catastrophic and funny events involving escaping animals, an unusual zoo, and unexpected chaos.|Jordi Sierra I Fabra\La Muy Catastrófica Visita Al Zoo|2025-10-06 19:47:46|1|101.87|True
Las tinieblas y el alba|Elena G. White|Religious|El Conflicto de los Siglos (Conflict of the Ages)|1888|A comprehensive overview of Christian history and prophecy, detailing the ongoing cosmic conflict between good and evil, from the destruction of Jerusalem to the second coming of Christ and the establishment of God's eternal kingdom. It examines key historical events, theological concepts, and prophecies related to the end times.|Elena G. White\Las Tinieblas Y El Alba|2025-10-06 20:24:36|1|889.79|True
Los pilares de la tierra|Ken Follett|Novela histórica|Kingsbridge|1989|Ambientada en la Inglaterra del siglo XII, la novela narra la construcción de una gran catedral gótica en la ficticia ciudad de Kingsbridge, entrelazando las vidas de monjes, nobles, artesanos y plebeyos en un complejo tapiz de ambición, amor, guerra y religión.|Ken Follett\Los Pilares De La Tierra|2025-10-06 20:24:55|1|978.3|True
Un mundo sin fin|Ken Follett|Historical Fiction|The Kingsbridge Series|2007|Set in 14th-century England, two centuries after The Pillars of the Earth, this historical novel follows the intertwined lives of four children in the fictional town of Kingsbridge as they navigate love, ambition, and the devastating impact of the Black Death.|Ken Follett\Un Mundo Sin Fin|2025-10-06 20:25:06|1|1038.25|True
Una columna de fuego|Ken Follett|Historical Fiction|The Kingsbridge Series (Book 3)|2017|Set in the 16th century, this historical novel follows the intertwined lives of characters amidst the religious wars between Protestants and Catholics across England, France, and Spain. It explores espionage, political intrigue, and the fight for tolerance during the Elizabethan era, culminating in the Spanish Armada.|Ken Follett\Una Columna De Fuego|2025-10-06 20:25:18|1|789.43|True
La Armadura de la Luz|Ken Follett|Historical Fiction|The Kingsbridge Series (Book 3)|2023|Set in the tumultuous late 18th and early 19th centuries, this historical novel continues the saga of Kingsbridge, following a group of intertwined characters as they navigate the dramatic changes brought by the Industrial Revolution, the rise of factory towns, and the global conflicts of the Napoleonic Wars. The story explores themes of social injustice, technological innovation, and the fight for freedom and economic progress amidst political upheaval.|Ken Follett\La Armadura De La Luz|2025-10-06 20:25:31|1|1410.19|True
Zenesis|Unknown|Spiritual/Philosophical Fiction|Unknown|Unknown|Unknown|Unknown\Zenesis|2025-10-06 20:25:59|1|190.75|True
La muerte del tiempo|Eva García Sáenz de Urturi|Mystery Thriller|Trilogía de la Ciudad Blanca|2018|Inspector Unai López de Ayala, 'Kraken', now a professor, finds his calm life shattered when a new wave of macabre murders begins. The crimes, linked to an ancient lineage and the legend of 'Tiempo', target his own family, forcing him to confront deeply buried secrets and question his own origins. This novel is the third and final installment in the Trilogía de la Ciudad Blanca.|Eva García Sáenz De Urturi\La Muerte Del Tiempo|2025-10-06 20:26:21|1|261.04|True
La familia del tiempo|Roberto Santiago|Young Adult Fantasy|Aeternum|2018|The second installment in the Aeternum series, this book continues the adventures of a group of young people who discover they are part of a secret society with the ability to travel through time, as they confront new dangers and unravel further mysteries surrounding their powers and the manipulation of history.|Roberto Santiago\La Familia Del Tiempo|2025-10-06 20:26:55|1|243.49|True
La Tormenta|Brandon Sanderson, Robert Jordan|Epic Fantasy|La Rueda del Tiempo (The Wheel of Time), Book 12|2009|Rand al'Thor grapples with madness and the weight of the Last Battle, while Egwene al'Vere strives to unite the Aes Sedai. The world descends into chaos as the ultimate confrontation approaches.|Brandon Sanderson, Robert Jordan\La Tormenta|2025-10-06 20:27:06|1|1014.27|True
Ben Hur|Lew Wallace|Historical Fiction|Unknown|1880|The epic tale of Judah Ben-Hur, a wealthy Jewish prince living in Roman-occupied Jerusalem, who is betrayed by his childhood friend Messala and condemned to slavery. He seeks revenge, experiences thrilling adventures, and ultimately encounters Jesus Christ, leading to a profound spiritual transformation.|Lew Wallace\Ben Hur|2025-10-06 20:27:17|1|695.17|True
Limpieza Hepática Para Principiantes|Christina Ardiani|Health|Unknown|Unknown|This book offers a beginner-friendly guide to performing a liver cleanse, detailing the process, benefits, and practical steps for detoxification and improving overall liver health.|Christina Ardiani\Limpieza Hepática Para Principiantes|2025-10-06 20:27:26|1|52.05|False
Alejandro Magno|Unknown|History|Unknown|Unknown|Explores the life, conquests, and legacy of Alexander the Great, the legendary king of Macedon who built one of the largest empires of the ancient world.|Unknown\Alejandro Magno|2025-10-06 20:27:35|1|57.02|True
Caligula|Unknown|History, Biography|Unknown|Unknown|Caligula, also known as Gaius, was the third Roman emperor, notorious for his tyrannical rule, extravagant lifestyle, sadism, and cruelty. His reign, lasting from 37 to 41 AD, was marked by acts of political purge, public humiliation, and alleged insanity, leading to his assassination by his own Praetorian Guard.|Unknown\Caligula|2025-10-06 20:27:43|1|52.74|True
Carlos Slim|Jose Martinez|Biography, Business, Non-fiction|Unknown|2011|A non-fiction work detailing the life and career of Carlos Slim Helú, a Mexican business magnate, investor, and philanthropist. The book explores his strategies in building a vast business empire, primarily in telecommunications (América Móvil, Telmex), and his ascent to becoming one of the world's wealthiest individuals, examining his business philosophy, investments, and impact.|Jose Martinez\Carlos Slim|2025-10-06 20:28:01|1|38.93|True
Cristiano Ronaldo|Unknown|Biography, Sports|Unknown|Unknown|A comprehensive account of the life and career of Cristiano Ronaldo, widely recognized as one of the greatest football players of all time. The book details his journey from his early life and development in Madeira, through his iconic spells at major clubs like Sporting CP, Manchester United, Real Madrid, and Juventus, and his significant contributions to the Portuguese national team. It covers his numerous achievements, records, relentless pursuit of excellence, and global impact on the sport and popular culture.|Unknown\Cristiano Ronaldo|2025-10-06 20:28:15|1|42.37|True
Frida Kahlo|Hayden Herrera|Biography, Art History|Unknown|1983|This biography delves into the tumultuous life, profound art, and complex relationships of the iconic Mexican painter Frida Kahlo. It explores her physical and emotional suffering, her political activism, and her groundbreaking contributions to surrealism and Mexican culture, primarily through her deeply personal and symbolic self-portraits.|Hayden Herrera\Frida Kahlo|2025-10-06 20:28:32|1|42.48|True
Paco de Lucia|Unknown|Biography|Unknown|Unknown|An exploration of the life, career, and profound musical legacy of the renowned Spanish flamenco guitarist and composer, Paco de Lucia.|Unknown\Paco De Lucia|2025-10-06 20:28:44|1|41.28|True
Quino|Quino (Joaquín Salvador Lavado Tejón)|Humor, Satire, Comic Strip Adaptation|Unknown|Unknown|A compilation of the renowned Argentine cartoonist Quino's insightful and witty works, often exploring everyday life, philosophy, and societal observations through humor and satire.|Quino (Joaquín Salvador Lavado Tejón)\Quino|2025-10-06 20:28:53|1|42.15|True
Roger Waters|Roger Waters|Biography|Unknown|Unknown|An audiobook exploring the life and extensive musical career of Roger Waters, co-founder of Pink Floyd. It would likely cover his pivotal role in the band, his distinctive songwriting and lyrical contributions, his influential solo work, and his socio-political views and activism.|Roger Waters\Roger Waters|2025-10-06 20:29:08|1|49.95|True
Steve Jobs|Walter Isaacson|Biography|Unknown|2011|A comprehensive biography of the co-founder of Apple Inc., Steve Jobs, detailing his life, career at Apple, NeXT, and Pixar, and his significant impact on personal computing, animation, music, and mobile phones. The book is based on extensive interviews with Jobs himself, as well as with hundreds of his family members, friends, competitors, and colleagues.|Walter Isaacson\Steve Jobs|2025-10-06 20:29:31|1|32.67|True
La librería de los libros prohibidos|Unknown|Mystery|Unknown|Unknown|A narrative revolving around a secretive library filled with proscribed texts, exploring the mysteries and potential dangers associated with forbidden knowledge.|Unknown\La Librería De Los Libros Prohibidos|2025-10-06 20:29:41|1|765.6|True
Guerra mundial Z|Max Brooks|Post-apocalyptic, Horror, Science Fiction|Unknown|2006|An oral history recounting the events following a devastating global zombie war, told through a series of individual interviews with survivors from various countries and backgrounds.|Max Brooks\Guerra Mundial Z|2025-10-06 20:29:53|1|644.5|True
Más Fuerte Que La Adversidad|Walter Riso|Self-help, Psychology, Personal Growth|Unknown|2011|This book by Walter Riso focuses on strategies and reflections to overcome life's challenges and adversities. It guides readers on how to build resilience, transform difficult experiences into opportunities for growth, and find inner strength to navigate hardship.|Walter Riso\Más Fuerte Que La Adversidad|2025-10-06 20:30:04|1|123.87|False
Palabras Radiantes|Brandon Sanderson|Epic Fantasy|The Stormlight Archive|2014|On the world of Roshar, Kaladin struggles with his new role and the burdens of leadership, Shallan delves into ancient secrets and her own past while facing dangerous truths, and Dalinar tries to unite the warring highprinces as the threat of the Voidbringers and a new Desolation looms.|Brandon Sanderson\Palabras Radiantes|2025-10-06 20:30:12|1|1338.25|True
Relato de un náufrago|Gabriel García Márquez|Narrative Journalism|Unknown|1970|This book recounts the true story of Luis Alejandro Velasco, a Colombian sailor who survived ten days adrift on a life raft after his ship sank, exposing a scandal involving contraband and military cover-ups.|Gabriel García Márquez\Relato De Un Náufrago|2025-10-06 20:30:24|1|206.8|False
Citónica|Brandon Sanderson|Young Adult Science Fiction, Space Opera|Escuadrón|Unknown|Spensa Nightshade, a pilot with unique abilities, ventures beyond known space to find the origin of the mysterious Delvers, hoping to save galactic civilization, but uncovers deeper secrets about her own identity and the universe.|Brandon Sanderson\Citónica|2025-10-06 20:30:58|1|353.98|True
Aleación de Ley|Brandon Sanderson|Fantasy|Nacidos de la Bruma|2011|Three hundred years after the events of the original Mistborn trilogy, Scadrial is on the cusp of the modern age. Allomancy and Feruchemy are still practiced, but now they are combined with advanced technology, including trains, electric lights, and firearms. Waxillium Ladrian is a Lawman, a noble who left his city life to bring justice to the Roughs. When he is called back to the city of Elendel to assume his family's responsibilities, he finds himself embroiled in a conspiracy involving kidnappings, political intrigue, and ancient powers.|Brandon Sanderson\Aleación De Ley|2025-10-06 20:31:17|1|309.71|True
Sombras de Identidad|Brandon Sanderson|High Fantasy|Nacidos de la Bruma (Book 5)|2015|In a world undergoing an industrial revolution, lawman-turned-noble Waxillium Ladrian confronts a doppelganger and a new kandra threat, forcing him to delve into his past, family secrets, and the nature of his own identity while grappling with political intrigue and magical mysteries.|Brandon Sanderson\Sombras De Identidad|2025-10-06 20:31:33|1|358.63|True
Jotadé|Jotadé (J.D. Romero)|Poetry|Jotadé|2016|"""Jotadé"" is a poignant collection of poetry by J.D. Romero (Jotadé). The book explores themes of love, longing, introspection, and the intricate landscape of human emotions. Through raw and honest verses, Jotadé connects with readers by expressing deep feelings and personal reflections, often touching upon universal experiences and everyday life."|Jotadé (J.D. Romero)\Jotadé|2025-10-06 20:36:08|1|293.69|True
Towers of Midnight|Robert Jordan|Epic Fantasy|The Wheel of Time (Book 13)|2010|The penultimate novel in The Wheel of Time series. It follows Perrin Aybara's struggle against the Whitecloaks and his wolf-brother nature, Mat Cauthon's adventures in the realm of the Aelfinn and Eelfinn, and Rand al'Thor's ongoing efforts to unite the nations and prepare for the Last Battle, as the forces of light face their greatest challenges before the final confrontation with the Dark One.|Robert Jordan\Towers Of Midnight|2025-10-06 21:03:02|1|1170.63|True
Escuadron|Brandon Sanderson|Science Fiction, Young Adult|Escuadron|2018|Spensa Nightshade lives in a world where humanity is constantly under attack by an alien race called the Krell. Her greatest dream is to become a pilot, just like her father, who was branded a coward and killed in battle. Despite the stigma attached to her family name, Spensa is determined to join the Defiant Defense Force and prove her worth, facing prejudice, intense training, and the harsh realities of war in her quest to protect her people.|Brandon Sanderson\Escuadron|2025-10-06 21:03:24|1|840.8|True
Estelar|Brandon Sanderson|Science Fiction|Escuadron|Unknown|Spensa Nightshade, a determined pilot, continues her fight against the Krell, but a new mission takes her deep undercover into enemy territory, where she discovers complex truths about the war and her own abilities.|Brandon Sanderson\Estelar|2025-10-06 21:03:42|1|765.07|True
El Imperio Final|Brandon Sanderson|Fantasy|Nacidos de la Bruma (Mistborn)|2006|In a world where ash falls from the sky and mists cloak the land, a tyrannical immortal emperor has ruled for a thousand years. A rebellious Mistborn thief named Kelsier discovers his full magical potential and plans an impossible heist to overthrow the Lord Ruler, recruiting a young street urchin named Vin, who also possesses latent Mistborn powers, to join his crew in a desperate fight for freedom.|Brandon Sanderson\El Imperio Final|2025-10-06 21:03:57|1|747.71|True
Brazales de Duelo|Brandon Sanderson|Fantasy|Nacidos de la Bruma (Mistborn)|2016|Waxillium Ladrian investigates the mystery of the Bands of Mourning, a legendary artifact said to be the Lord Ruler's own bracers, capable of granting immense power. His journey takes him to the southern lands of Scadrial, uncovering secrets about the origin of the world and facing new threats.|Brandon Sanderson\Brazales De Duelo|2025-10-06 21:04:13|1|435.55|True
Ser Feliz Es Fácil|Borja Vilaseca|Self-Help|Unknown|2017|This book by Borja Vilaseca aims to challenge conventional beliefs about happiness and offers practical tools and a philosophical approach to achieve lasting personal well-being. It argues that happiness is an internal choice and a learnable skill, providing a guide to living a more conscious and fulfilling life.|Borja Vilaseca\Ser Feliz Es Fácil|2025-10-06 21:04:23|1|135.49|False
Sombras de identidad|Brandon Sanderson|Fantasy|Mistborn|2015|The second novel in the Wax and Wayne series (Mistborn Era 2), it follows Lord Waxillium Ladrian and his partner Wayne as they investigate mysterious events and murders in the city of Elendel, uncovering a deeper conspiracy that blends metallic magic with a 19th-century technological setting.|Brandon Sanderson\Sombras De Identidad|2025-10-06 21:04:32|48|365.72|True
Un Recuerdo De Luz|L. L. Alarcón|Romance|Unknown|2023|After a breakup, Clara returns to her hometown and reconnects with her childhood best friend, Laura. As their bond deepens, they discover a connection beyond friendship, leading Clara to decide if she's ready to open her heart again.|L. L. Alarcón\Un Recuerdo De Luz|2025-10-06 21:04:46|1|1256.31|True
Yumi Y El Pintor De Pesadillas|Unknown|Fantasy|Novela Secreta (Book 3)|Unknown|Unknown|Unknown\Yumi Y El Pintor De Pesadillas|2025-10-06 21:05:03|1|835.96|True
